id,y
0.0,5.7561701932717924e-11
1.0,2.523150022248899e-10
2.0,5.820458227390191e-06
3.0,0.21694737672805786
4.0,0.8373277187347412
5.0,0.16986018419265747
6.0,0.97071373462677
7.0,0.017817072570323944
8.0,0.13239985704421997
9.0,0.0003075301356147975
10.0,0.790964663028717
11.0,0.31635117530822754
12.0,0.4507492482662201
13.0,0.00012490354129113257
14.0,0.6098702549934387
15.0,0.9999956488609314
16.0,0.1944674849510193
17.0,0.1791948825120926
18.0,0.01587405987083912
19.0,0.4297327697277069
20.0,0.7583721876144409
21.0,0.9160937666893005
22.0,0.7007790207862854
23.0,0.8233662247657776
24.0,1.0
25.0,0.4170684218406677
26.0,0.2849603593349457
27.0,0.8715309500694275
28.0,0.2095784842967987
29.0,0.8273558616638184
30.0,0.9648699760437012
31.0,0.8248822093009949
32.0,0.25431907176971436
33.0,0.03349093720316887
34.0,0.7890283465385437
35.0,0.9999997615814209
36.0,0.23143602907657623
37.0,0.9999998211860657
38.0,0.9378669261932373
39.0,0.14216837286949158
40.0,0.9999955296516418
41.0,0.876513659954071
42.0,0.49627795815467834
43.0,1.0
44.0,0.013243068940937519
45.0,2.1178466340643354e-05
46.0,0.7116055488586426
47.0,0.1153654083609581
48.0,0.9439240097999573
49.0,0.9367544651031494
50.0,0.9436379671096802
51.0,0.9697777032852173
52.0,0.019184516742825508
53.0,0.3359069526195526
54.0,0.04635072872042656
55.0,3.5057912555203075e-06
56.0,0.9904840588569641
57.0,1.6032889107009396e-05
58.0,0.894712507724762
59.0,0.9602198004722595
60.0,1.4749434740224387e-06
61.0,0.1914002001285553
62.0,0.968151330947876
63.0,1.0
64.0,0.999279797077179
65.0,3.929860180763162e-15
66.0,0.295646607875824
67.0,1.0
68.0,0.978824257850647
